year,week,Bath,Birkenhead,Birmingham,Blackburn,Blackpool,Bolton,Bournemouth,Bradford,Brighton,Bristol,Cambridge,Cardiff,Chester,Colchester,Coventry,Derby,Exeter,Gateshead,Great Yarmouth,Huddersfield,Hull,Ipswich,Kings Lynn,Leeds,Leicester,Liverpool,London,Luton,Macclesfield,Manchester,Newcastle,Newport,Nortmpton,Norwich,Nottingham,Oldham,Oxford,Plymouth,Portsmouth,Preston,Reading,S Shields,Salford,Sheffield,Shrewsbury,Southampton,Southend,St Helens,Stockport,Stoke,Sunderland,Swansea,Teignmouth,Wakefield,Wallasey,Walsall,Warrington,Wigan,Wolverhampton,York
48,12,77,171,906,0,5,2,24,20,25,12,0,31,9,12,201,205,0,39,52,3,75,189,0,34,19,703,3141,5,0,148,186,3,27,144,172,23,74,119,2,1,6,150,4,15,1,0,1,2,21,95,38,4,0,61,120,50,1,5,141,3
48,14,65,114,968,1,3,0,34,74,46,12,0,69,7,6,297,241,2,35,30,9,71,427,2,47,51,829,3528,3,0,240,203,28,22,132,152,25,108,89,5,4,6,175,6,21,3,3,10,6,28,111,40,5,1,64,36,23,1,4,129,2
48,16,50,82,930,4,8,10,26,74,27,18,1,58,9,11,396,163,4,80,27,4,56,445,2,76,47,796,2507,5,2,298,172,10,17,95,101,41,62,62,5,3,17,224,9,24,0,3,16,14,16,137,81,3,0,45,47,29,3,10,86,7
48,18,34,21,945,4,4,16,30,69,26,17,2,46,20,13,449,92,9,110,21,21,102,401,1,95,97,836,2037,6,2,318,239,7,17,32,60,44,70,31,7,4,69,312,20,35,1,4,13,20,19,273,101,7,0,22,27,21,2,10,50,16
48,20,31,30,1413,10,5,14,51,71,54,48,4,36,41,70,470,65,8,133,16,39,118,298,1,93,192,794,2034,3,1,452,237,5,8,27,50,45,223,43,7,5,56,327,30,59,3,1,33,20,8,357,120,2,0,23,26,13,2,7,58,37
48,22,20,23,1235,11,13,15,35,55,139,67,2,91,66,98,363,94,26,157,9,37,158,139,0,140,218,684,1952,5,0,635,293,9,3,14,72,64,210,44,4,7,41,208,65,76,3,3,45,29,23,375,163,4,2,16,37,5,1,8,74,36
48,24,9,15,1032,19,11,10,11,49,161,101,7,78,71,134,157,110,18,159,24,54,308,55,8,218,217,441,1838,8,3,951,321,12,4,10,68,76,168,70,16,14,16,119,50,83,2,29,70,14,26,348,188,4,0,6,13,14,1,7,76,43
48,26,10,10,802,19,25,6,29,40,107,116,15,85,38,113,79,104,27,78,31,43,225,26,11,229,189,261,1560,44,0,986,300,15,8,8,51,36,235,75,23,3,11,77,60,71,7,39,74,15,28,271,178,3,0,15,5,22,4,4,59,19
48,28,13,7,616,13,29,11,12,43,67,201,12,40,25,56,47,75,24,55,56,52,329,11,9,318,163,173,1187,132,3,923,261,4,12,2,68,61,101,79,30,7,31,28,67,115,6,60,115,17,29,193,168,10,2,3,7,22,13,5,47,37
48,30,17,12,487,13,59,16,30,45,67,372,12,27,21,20,42,37,38,62,77,39,306,45,10,323,179,93,1009,209,6,823,229,9,2,1,40,56,116,86,33,3,33,27,87,190,6,95,102,43,55,147,138,19,4,4,9,26,14,7,24,52
48,32,7,3,198,17,61,26,18,39,73,310,15,18,6,16,22,26,21,39,29,27,267,9,3,267,140,82,717,149,24,605,211,7,3,3,37,60,53,71,25,1,14,11,87,233,3,112,66,42,25,89,104,20,2,2,8,25,13,2,13,58
48,34,3,2,121,14,65,85,27,28,43,179,2,27,7,10,19,14,3,35,14,19,158,8,5,190,120,83,338,81,24,312,130,18,11,1,36,89,22,48,22,5,15,10,24,212,2,57,32,37,23,63,83,28,3,1,7,23,20,16,15,37
48,36,1,0,64,10,33,75,14,25,24,141,5,9,3,2,6,28,1,29,10,14,106,4,3,115,68,46,208,36,60,227,72,3,6,0,20,60,11,18,5,9,10,6,32,143,4,25,6,27,14,54,60,23,0,5,9,8,13,45,20,17
48,38,0,1,62,9,22,90,5,28,19,106,4,25,3,0,11,35,0,19,1,12,128,3,3,82,45,70,174,38,105,228,57,10,4,1,12,38,15,23,3,35,6,8,34,147,4,20,6,21,12,38,47,25,0,6,4,8,11,63,12,14
48,40,1,0,53,27,31,153,4,22,18,175,1,63,0,0,10,31,0,16,1,29,119,1,3,125,43,63,173,55,100,306,43,21,5,0,9,48,3,11,6,75,7,8,68,339,10,18,5,44,34,42,56,10,0,6,1,3,6,94,17,12
48,42,1,0,54,54,63,212,2,30,18,237,2,62,0,2,17,31,2,11,0,55,215,2,1,195,51,74,164,52,66,302,44,47,12,0,23,73,2,24,13,107,10,12,85,493,56,45,3,79,25,77,64,34,0,5,2,5,53,146,33,13
48,44,2,0,57,89,106,282,0,26,31,442,2,51,3,1,11,34,3,8,1,28,250,4,2,229,82,52,242,66,44,321,35,64,6,0,37,72,3,22,27,163,20,19,115,726,71,142,10,126,41,88,72,42,0,1,0,11,67,158,16,25
48,46,1,0,62,110,166,406,3,44,29,629,5,62,2,1,41,32,3,4,0,19,386,3,4,219,92,103,243,31,21,328,16,45,16,0,32,109,6,43,38,241,56,11,212,943,34,187,5,85,72,96,69,29,1,4,4,15,88,171,15,25
48,48,1,1,60,95,249,382,1,46,37,814,9,50,1,0,54,10,30,3,0,21,517,0,7,274,118,115,284,38,10,495,20,32,51,2,88,86,2,62,94,327,125,8,235,1183,23,202,12,160,63,121,79,59,0,22,10,12,84,238,11,14
48,50,2,1,61,88,329,338,2,66,50,817,3,61,1,1,52,9,11,1,0,7,434,0,3,308,124,149,356,47,6,633,14,56,48,2,115,81,2,136,173,394,126,2,253,1455,32,318,56,297,123,127,88,58,0,31,6,6,169,276,19,72
48,52,0,12,99,131,284,277,1,87,84,643,0,59,0,0,25,12,10,11,0,17,291,0,1,293,191,107,404,55,0,624,24,30,17,0,147,117,5,136,442,276,135,3,216,1328,28,591,86,306,212,160,99,75,0,29,3,28,87,192,20,87
49,2,3,12,131,232,334,185,14,112,42,883,3,126,1,11,52,11,8,12,2,30,227,0,0,758,316,149,638,99,0,782,9,51,24,0,203,78,15,148,636,223,98,4,180,1172,30,624,65,269,279,150,134,77,0,47,7,104,110,104,34,97
49,4,3,14,184,215,195,117,38,161,48,468,18,72,0,28,39,10,21,5,0,66,160,1,2,551,329,106,844,97,1,780,30,52,22,1,134,74,32,136,801,137,101,2,103,601,27,592,109,139,150,78,111,98,2,25,25,167,84,46,82,158
49,6,14,25,453,202,144,75,54,308,69,531,23,191,0,27,59,38,30,1,0,255,154,1,1,618,491,113,1305,170,0,916,101,71,67,1,169,140,85,410,923,64,90,3,64,447,76,592,320,127,178,63,76,129,1,30,94,461,75,35,218,291
49,8,12,39,710,191,117,56,179,554,77,449,34,252,2,49,62,57,78,1,0,379,187,1,1,691,642,228,1608,245,1,870,158,88,83,4,279,111,113,503,764,39,87,3,54,317,102,371,647,114,117,92,66,296,4,43,56,610,48,18,295,230
49,10,36,53,930,117,80,32,211,504,43,339,57,289,4,40,48,63,104,5,0,224,136,3,1,540,648,215,2115,133,0,657,134,70,76,1,286,170,107,494,372,37,100,1,58,259,65,169,546,64,58,67,40,258,12,27,49,605,25,35,283,147
49,12,75,46,794,74,51,14,259,300,81,189,49,264,6,18,48,146,223,10,0,172,116,10,0,490,582,223,2505,88,3,535,182,40,34,0,251,79,140,340,172,18,72,5,43,180,22,59,312,34,30,48,21,163,29,33,82,321,34,33,293,75
49,14,38,40,840,64,54,2,352,293,87,166,135,279,28,28,41,227,230,15,2,95,102,3,0,370,335,264,3240,47,0,395,291,44,13,1,217,56,151,287,100,9,72,6,39,84,13,31,151,24,19,40,37,110,78,21,61,83,25,16,214,48
49,16,49,40,1017,35,25,11,301,389,76,76,74,244,43,40,46,279,227,12,2,76,116,7,2,285,197,282,3334,35,6,213,312,43,6,1,236,22,202,135,49,4,52,5,23,108,5,27,81,27,10,33,26,85,69,28,39,43,28,12,196,58
49,18,31,65,953,20,24,4,130,287,47,73,93,174,43,13,60,206,128,22,5,28,104,3,2,210,112,217,2711,13,2,200,337,19,11,0,256,31,94,93,31,6,18,7,15,72,4,27,56,6,10,40,45,74,19,16,40,22,4,4,110,30
49,20,18,35,882,5,22,2,84,147,45,72,25,94,14,8,34,193,59,14,4,20,43,5,1,215,90,221,2213,9,7,128,278,13,12,1,180,9,41,86,15,0,15,7,20,64,1,15,10,3,15,21,69,35,1,12,22,5,5,0,63,44
49,22,51,27,983,8,15,3,59,128,66,60,41,113,13,18,47,203,80,41,0,10,53,3,0,189,85,283,2036,24,3,128,291,15,42,0,164,14,46,80,1,2,9,3,19,64,5,5,6,6,21,7,63,55,2,8,26,4,3,3,53,66
49,24,51,48,1070,7,11,2,24,94,58,64,22,79,15,11,45,205,52,53,8,8,43,2,1,139,74,325,1709,25,0,140,385,19,71,0,163,11,63,32,3,2,1,9,5,88,7,8,2,6,13,16,122,49,1,6,22,8,10,0,60,54
49,26,28,26,708,8,9,1,13,51,37,50,18,58,5,6,51,152,26,60,28,5,42,6,0,49,38,437,1327,8,1,161,244,10,52,2,103,8,23,15,5,4,4,22,1,104,5,3,9,0,8,17,116,25,1,3,6,12,5,1,52,20
49,28,4,30,535,3,5,1,8,22,6,66,10,44,2,10,57,81,22,63,56,1,39,4,0,42,37,501,1013,13,1,138,224,8,53,33,57,4,11,8,12,6,3,11,4,100,3,0,7,1,5,17,159,20,0,7,3,2,2,0,48,21
49,30,8,62,438,5,10,4,6,22,7,89,6,28,1,10,93,45,18,60,62,6,41,2,1,33,20,369,682,12,0,96,113,7,41,36,29,4,7,9,6,2,5,10,6,69,0,3,5,1,3,29,104,28,0,9,9,4,1,0,39,12
49,32,4,66,358,2,11,5,10,4,1,51,4,21,1,5,64,9,7,29,94,5,29,3,1,18,13,209,496,21,0,98,92,18,23,29,28,11,4,5,10,4,5,28,6,35,0,2,2,4,4,21,62,13,0,4,6,3,0,0,16,7
49,34,1,30,139,4,2,6,3,7,0,17,1,6,0,5,34,5,2,15,51,2,11,2,1,10,6,148,278,3,1,39,32,8,1,31,14,7,1,9,3,3,1,36,5,38,2,0,4,8,9,18,46,5,0,2,8,2,0,3,10,6
49,36,1,21,59,1,0,4,4,6,2,15,0,6,0,1,17,3,1,12,36,3,7,2,0,9,4,126,158,3,0,33,40,5,3,15,2,4,0,5,2,4,4,17,2,15,2,0,1,1,13,7,38,2,0,2,3,6,0,2,2,5
49,38,0,4,39,0,1,1,3,0,4,6,0,9,2,0,18,2,0,3,21,0,7,4,0,9,3,109,92,3,1,19,27,1,2,10,0,7,1,3,0,1,4,15,1,13,0,1,1,3,4,17,22,1,0,0,2,2,1,1,3,3
49,40,1,7,51,2,1,2,2,0,2,9,0,2,1,1,11,2,2,2,24,0,6,1,2,8,1,131,68,0,0,16,30,4,4,17,5,9,0,3,0,0,3,22,3,15,0,1,3,2,9,22,31,1,0,0,0,3,1,0,11,0
49,42,2,1,63,3,2,0,1,2,0,3,0,1,0,0,12,1,0,1,54,1,1,1,3,5,10,161,77,1,0,12,18,0,1,62,1,14,1,2,3,0,1,92,0,17,0,0,0,1,7,61,69,1,0,2,1,3,14,3,9,2
49,44,1,1,57,3,3,3,0,2,0,4,0,0,0,0,9,0,1,0,71,1,3,1,3,5,9,168,96,1,0,10,10,0,1,61,2,11,0,3,3,0,1,86,0,17,0,0,0,0,11,57,117,3,0,2,0,2,7,2,2,1
49,46,1,4,71,4,1,1,1,3,0,1,1,2,0,1,5,0,0,3,67,1,8,2,1,3,13,173,51,5,0,7,6,1,3,99,9,32,1,0,1,1,0,220,2,10,0,0,3,1,9,112,206,0,0,1,0,2,10,1,1,1
49,48,0,4,63,1,1,2,1,6,0,1,0,0,0,0,2,0,0,0,102,9,3,30,2,3,29,155,59,0,0,11,10,1,2,252,7,46,0,3,0,0,1,376,4,21,1,2,2,1,1,134,169,1,0,2,1,1,9,0,0,1
49,50,1,2,105,2,0,3,3,2,0,5,0,1,0,1,1,2,0,2,61,0,3,21,4,8,55,298,60,0,0,37,25,0,0,324,4,52,0,2,2,0,0,238,3,45,0,0,1,1,2,163,149,4,0,0,5,2,13,0,1,0
49,52,1,5,167,0,1,0,2,3,1,6,1,6,0,0,0,2,0,2,68,0,6,124,0,8,38,367,79,1,0,21,36,0,1,308,1,38,0,3,2,0,2,184,0,45,0,1,0,2,1,162,141,13,0,0,12,1,8,0,3,2
50,2,1,3,200,0,2,1,3,0,0,1,1,3,0,0,1,0,0,10,44,0,2,223,0,20,65,550,97,0,1,22,57,3,0,308,5,42,0,0,3,1,0,127,0,52,0,1,2,3,1,244,119,7,0,0,19,0,25,1,3,0
50,4,1,6,160,1,3,1,2,5,1,12,4,2,0,2,26,4,0,8,29,1,8,189,1,30,72,592,60,0,0,14,34,0,0,328,4,64,3,1,2,1,1,150,2,33,1,1,2,1,0,233,81,10,0,0,9,1,10,1,3,2
50,6,0,11,162,2,5,1,2,4,0,6,0,1,1,1,46,2,0,8,23,1,4,384,0,43,111,868,80,0,1,9,63,5,0,279,1,60,15,1,22,0,1,140,0,44,3,0,0,0,0,464,86,74,0,1,8,2,10,1,0,0
50,8,0,23,262,1,5,1,3,14,0,3,0,4,0,3,108,2,2,22,20,0,6,348,2,69,148,947,116,1,0,23,68,5,0,190,5,30,64,0,44,4,0,106,4,88,7,1,1,1,1,625,86,127,0,1,8,3,13,1,0,0
50,10,0,30,354,0,5,0,1,32,0,11,1,4,0,7,173,1,0,52,13,1,3,231,1,74,141,997,135,3,0,34,86,3,0,83,4,79,125,1,69,1,2,103,2,103,3,2,1,2,0,622,120,168,0,1,5,5,54,0,1,0
50,12,1,102,567,0,2,1,0,57,0,7,0,22,0,5,238,2,0,88,6,1,2,162,2,138,161,867,152,0,1,60,78,2,2,50,4,111,102,1,94,4,9,64,6,168,0,2,5,4,1,563,128,186,0,16,8,0,100,0,2,0
50,14,2,160,635,2,1,1,2,130,0,9,0,30,0,12,375,2,0,139,2,0,2,71,1,149,181,723,209,1,0,111,98,5,2,18,2,79,83,2,70,1,7,62,33,150,1,2,2,5,1,375,167,141,0,14,10,3,153,0,6,1
50,16,1,169,596,0,2,2,3,150,3,9,1,34,0,7,661,8,3,234,2,2,4,74,23,214,183,610,345,2,1,133,127,4,4,16,2,67,69,2,136,0,0,72,47,207,0,1,1,17,9,327,212,117,0,6,22,4,155,0,22,1
50,18,4,138,572,3,7,1,3,156,7,27,2,40,0,13,664,5,1,347,2,0,1,17,154,237,135,434,344,23,8,106,147,4,14,4,7,45,39,5,119,0,0,69,41,138,0,2,5,13,24,233,197,114,0,14,11,8,142,7,41,4
50,20,0,142,607,1,0,1,2,178,26,16,3,47,4,3,680,4,0,369,0,1,8,5,341,344,112,408,628,67,8,102,220,15,32,7,5,38,93,1,169,0,0,48,45,167,0,3,6,26,43,121,168,125,0,22,41,5,159,3,31,0
50,22,0,123,876,0,2,0,1,261,32,19,2,98,9,5,813,7,1,344,0,2,20,10,226,374,76,326,941,54,10,155,261,7,36,7,42,39,116,3,182,0,0,57,42,238,2,20,3,22,70,111,120,126,0,45,101,8,147,4,32,5
50,24,3,185,935,4,11,4,7,304,45,17,0,83,18,14,432,24,0,236,2,2,43,9,55,366,95,304,1142,89,42,254,348,6,57,4,62,45,88,3,170,0,6,42,48,215,10,18,6,13,115,102,113,118,4,91,131,22,133,5,49,31
50,26,5,171,781,5,17,6,2,307,45,37,2,125,33,14,279,17,0,139,5,8,83,7,26,293,64,207,1271,120,85,271,277,20,70,1,38,29,51,13,145,1,14,41,22,181,11,10,6,9,148,75,83,73,3,99,101,45,86,4,52,34
50,28,41,150,579,12,47,5,5,311,69,45,7,187,47,59,159,31,2,57,3,24,143,4,37,322,23,171,1296,128,141,389,234,117,87,2,96,22,26,11,114,15,17,32,38,166,5,24,10,16,142,69,105,73,4,83,90,24,31,2,69,20
50,30,29,148,505,14,34,13,14,258,60,46,6,217,40,45,102,23,5,35,9,31,125,10,24,313,18,155,1181,142,106,479,153,100,76,1,97,24,39,7,71,20,15,29,14,223,25,18,10,9,102,41,89,25,4,65,65,18,7,7,59,7
50,32,14,67,421,27,59,41,9,176,55,59,6,187,19,42,49,15,5,21,11,33,94,4,4,277,15,97,1138,32,59,447,92,44,74,2,163,34,25,5,53,22,2,20,31,258,18,31,11,11,56,34,57,13,2,55,35,19,8,9,17,9
50,34,6,50,240,35,34,52,13,115,53,76,6,120,12,26,42,11,5,7,3,16,72,6,1,218,9,81,678,19,19,314,69,43,59,5,115,47,6,11,30,14,4,9,28,187,14,30,11,25,49,21,53,17,2,60,26,18,4,4,16,5
50,36,3,20,109,15,20,52,6,44,34,56,4,65,6,11,19,13,12,7,0,19,78,6,1,150,18,65,361,9,11,237,40,21,37,1,70,53,4,7,13,9,1,8,15,124,3,22,14,13,25,24,34,13,3,39,20,12,3,5,11,4
50,38,4,9,104,28,16,21,4,36,7,76,2,19,6,7,15,3,3,0,1,20,118,2,0,83,8,40,347,11,16,268,33,21,31,2,56,43,9,4,5,22,1,6,14,91,2,14,3,6,15,17,26,5,2,40,13,6,1,3,13,5
50,40,0,6,75,22,24,21,4,19,4,226,3,42,6,7,13,6,1,1,3,49,271,3,1,73,12,46,506,5,22,437,18,36,70,2,51,20,5,7,9,21,4,4,22,120,4,2,1,7,10,11,36,7,1,100,4,3,6,8,13,41
50,42,0,6,121,173,48,88,1,30,2,226,2,49,22,32,12,21,0,2,0,87,523,0,0,132,10,18,669,33,9,671,10,55,174,1,56,29,8,3,6,67,6,5,35,256,3,6,1,10,18,7,26,9,0,139,10,2,2,18,8,104
50,44,18,2,186,268,31,122,0,37,2,207,9,79,33,21,6,36,0,4,0,95,999,0,0,218,24,24,983,34,2,774,10,60,256,1,90,14,4,11,22,77,3,2,66,264,0,1,5,8,24,13,11,2,0,90,2,5,3,19,5,117
50,46,82,3,268,310,23,160,7,63,2,233,24,176,22,12,21,31,1,8,3,177,1210,1,1,316,26,27,1310,45,2,847,4,101,190,0,80,9,5,24,79,123,0,2,109,409,1,6,2,18,37,10,12,3,0,58,1,8,2,25,39,125
50,48,90,2,324,382,54,271,39,86,6,338,27,306,41,9,12,36,2,3,0,229,1230,1,1,335,45,35,2037,50,1,1032,8,90,139,1,193,9,2,44,28,136,3,3,233,439,0,47,3,31,88,7,15,8,0,46,1,16,2,65,104,384
50,50,120,7,405,255,131,477,45,136,8,458,28,384,27,3,8,42,5,4,0,198,968,1,1,415,45,26,2770,81,5,1261,8,113,146,1,399,40,2,58,32,109,2,1,343,600,3,164,3,22,113,12,14,5,0,57,0,15,2,181,171,404
50,52,251,26,537,227,134,539,44,109,11,617,69,375,39,13,7,49,2,1,1,190,613,2,0,456,46,23,3478,112,14,1346,10,107,95,1,652,101,3,50,80,94,5,1,332,633,0,198,5,8,83,9,16,12,1,49,0,38,4,170,213,393
51,2,309,15,553,136,169,632,26,116,62,649,67,423,24,3,9,86,4,0,0,217,403,3,0,553,146,21,5178,122,20,1533,9,106,141,1,1168,153,2,107,170,129,28,6,245,845,4,328,22,27,228,14,8,17,0,77,5,105,1,222,243,324
51,4,192,4,405,95,278,264,65,41,69,418,83,293,34,17,32,110,9,1,1,154,254,3,0,426,49,65,4395,110,25,994,14,111,82,0,709,203,12,98,146,75,27,8,229,570,4,250,29,64,207,14,5,50,0,55,19,82,2,194,146,143
51,6,133,20,440,53,211,143,242,95,49,419,147,249,25,21,38,123,20,0,2,147,78,5,0,509,63,87,5297,167,11,898,31,65,65,0,540,137,38,343,191,79,39,6,248,588,1,445,48,154,194,6,8,44,0,36,17,135,12,174,136,124
51,8,161,18,691,30,232,153,326,129,117,673,213,309,54,43,76,310,43,7,3,110,79,6,5,691,76,119,6924,134,8,825,53,103,70,0,462,178,106,692,338,109,82,24,226,591,3,766,130,254,167,3,12,78,1,22,42,275,28,132,162,122
51,10,64,34,1152,29,182,211,339,133,126,839,300,403,50,32,46,407,76,9,0,90,80,2,4,939,205,193,6816,54,6,601,81,136,45,1,351,160,150,1070,393,109,101,41,174,531,7,747,472,273,163,17,35,101,6,33,103,325,33,114,156,105
51,12,39,51,1705,34,124,141,351,174,256,797,279,395,55,67,47,527,78,11,0,66,70,7,3,1144,309,298,5654,64,7,710,192,114,36,2,373,246,136,1247,346,141,106,38,99,590,2,507,793,310,121,22,50,160,5,6,100,385,38,81,276,72
51,14,44,55,1720,26,95,72,281,351,408,840,119,380,54,76,47,452,135,51,2,59,111,21,4,1069,646,502,4443,48,1,643,179,127,33,1,307,156,113,1016,294,176,175,54,95,653,7,354,855,389,132,45,49,157,18,5,111,399,38,27,307,33
51,16,24,36,1703,23,39,36,198,408,404,505,68,206,38,78,52,309,105,108,0,23,105,39,2,792,597,515,2821,67,4,478,209,46,30,4,256,161,81,548,169,113,215,86,143,434,16,207,566,299,55,23,66,156,17,5,58,201,36,9,171,19
51,18,11,69,1688,8,19,47,132,474,356,428,19,109,32,85,20,167,122,100,0,25,65,116,2,421,565,616,1888,54,2,426,261,68,16,4,217,133,133,275,155,76,334,99,105,370,66,122,295,240,37,41,107,120,12,5,31,64,11,27,110,15
51,20,19,136,1563,10,13,25,68,416,263,354,18,89,12,110,24,156,235,116,0,29,76,217,0,345,560,928,1582,42,0,319,480,47,42,2,156,93,130,212,152,62,346,134,74,421,89,113,305,200,9,73,179,192,15,2,28,120,16,16,164,16
51,22,15,210,1397,13,57,24,41,348,276,316,17,35,12,70,69,151,313,120,1,29,62,196,0,132,467,1018,1288,68,0,246,613,76,55,5,126,56,137,124,170,23,237,203,66,356,86,64,265,140,14,74,286,211,10,1,34,114,10,7,108,9
51,24,5,217,1064,19,38,6,20,273,145,226,14,27,9,39,48,156,310,114,2,18,58,127,0,156,396,980,846,44,0,224,536,72,49,0,77,35,217,88,72,23,134,206,34,293,100,22,92,49,8,69,350,127,21,2,14,35,19,12,101,1
51,26,3,219,608,28,30,35,15,189,73,112,12,35,10,25,43,107,321,73,1,10,43,92,2,94,285,858,565,22,1,216,495,34,18,0,63,27,105,31,75,28,66,161,24,280,74,39,60,33,13,85,380,49,31,2,33,17,16,11,37,0
51,28,5,138,379,4,51,7,16,81,12,91,14,25,13,10,91,35,219,52,2,7,29,40,1,66,119,629,413,12,1,110,374,28,20,1,33,29,49,31,57,13,31,134,22,308,67,21,26,21,4,106,387,56,34,2,35,18,25,8,24,4
51,30,18,122,265,0,22,6,17,123,2,51,9,27,9,5,69,22,63,22,3,12,43,38,1,50,87,533,269,6,2,49,223,16,7,4,24,23,18,10,37,0,10,84,22,218,48,12,19,17,5,136,379,18,60,7,31,3,24,9,19,2
51,32,11,57,154,3,35,3,14,139,5,34,2,21,1,2,62,16,55,25,2,0,28,30,5,32,55,434,162,10,0,40,140,20,5,7,27,10,8,6,17,0,11,60,5,150,48,7,12,10,0,139,184,6,16,4,48,1,26,3,7,1
51,34,4,34,98,0,19,8,14,61,8,13,1,12,1,2,50,8,33,15,1,1,38,15,8,32,52,285,109,3,1,30,64,16,5,4,24,15,11,4,6,2,1,38,8,79,40,8,9,7,4,107,146,4,15,2,25,3,18,1,10,1
51,36,2,17,62,1,8,6,3,30,5,8,3,11,3,4,37,12,23,7,0,2,16,2,5,6,12,220,118,0,1,17,44,10,2,5,18,5,8,4,2,3,1,29,9,31,22,9,4,17,3,63,67,7,2,2,20,0,6,6,1,3
51,38,1,15,36,0,3,3,2,23,1,9,2,2,4,2,18,2,6,39,0,2,25,0,4,23,4,182,76,1,0,20,33,2,5,6,16,8,2,3,6,0,2,22,0,11,3,8,7,6,4,52,44,0,0,0,6,7,11,1,2,0
51,40,0,19,20,0,1,2,0,9,1,3,3,6,0,0,35,3,1,59,1,12,10,0,3,16,2,243,40,0,1,30,15,5,0,2,11,2,1,2,2,0,1,28,0,9,2,3,4,16,1,72,54,1,0,0,2,0,3,1,11,0
51,42,0,13,33,0,3,2,0,13,0,40,1,8,4,0,107,1,1,40,1,45,4,1,14,13,3,270,103,0,1,54,15,3,1,39,6,3,2,3,2,2,0,37,4,6,0,1,4,20,1,131,54,0,0,7,3,3,5,0,19,1
51,44,1,26,61,0,2,1,0,5,0,45,0,8,0,1,191,1,0,39,0,5,23,1,10,23,4,263,118,3,0,58,18,18,1,38,9,2,0,0,1,0,0,39,0,7,0,2,5,24,3,180,58,1,0,9,4,0,42,0,15,1
51,46,0,27,52,2,9,1,4,5,0,46,0,2,3,0,169,1,0,56,3,8,49,2,24,12,3,274,97,0,0,85,19,9,0,18,5,0,0,0,2,0,3,40,2,7,0,5,1,19,2,335,67,3,0,6,22,1,49,2,5,0
51,48,1,29,61,2,32,0,0,16,6,53,0,8,2,0,268,1,0,69,0,2,54,0,12,6,5,266,50,0,2,87,19,10,0,16,8,3,0,2,2,0,11,43,4,4,0,8,0,9,0,336,63,1,0,3,39,5,32,3,0,2
51,50,0,36,66,1,36,1,1,11,0,80,1,13,4,0,328,0,1,99,0,6,87,1,11,8,1,288,46,2,0,93,38,3,0,17,13,5,2,1,2,0,1,29,5,4,0,11,2,6,1,300,94,2,0,0,43,9,40,3,3,0
51,52,0,59,81,2,18,2,1,9,0,41,1,20,5,1,362,1,0,44,1,5,118,1,15,5,1,320,47,0,0,77,12,4,0,40,16,3,0,1,3,0,2,31,5,3,0,9,3,6,3,324,92,2,0,0,68,9,34,0,1,0
52,2,0,64,66,2,84,1,0,6,1,27,1,26,3,0,504,1,0,50,0,8,334,2,35,9,4,469,79,6,0,147,28,1,1,108,22,2,1,2,2,3,5,18,16,7,1,20,3,11,0,494,100,2,0,0,88,24,74,2,3,0
52,4,0,96,95,0,75,3,0,5,0,10,0,25,11,0,438,1,1,37,0,3,368,1,54,7,1,391,85,6,0,190,30,1,3,109,30,4,1,2,9,3,7,34,10,17,0,15,3,10,1,383,65,8,0,0,110,18,64,1,6,2
52,6,0,52,122,1,42,4,6,12,1,21,0,15,2,1,497,7,1,34,0,2,497,0,98,11,1,482,115,10,1,354,19,0,0,229,39,3,0,0,4,1,12,44,9,23,1,5,4,26,3,392,37,6,0,0,81,12,69,4,2,1
52,8,0,102,175,4,57,3,14,50,2,25,0,9,10,3,542,5,2,38,0,0,665,10,120,6,1,563,226,19,2,375,49,1,0,406,42,4,0,7,3,4,15,94,13,18,2,8,0,49,5,418,86,20,0,1,134,7,99,6,0,1
52,10,1,189,294,0,104,6,11,95,1,55,1,8,13,1,528,3,2,35,1,3,959,14,97,4,5,700,371,34,0,443,99,3,0,501,38,16,0,3,8,3,17,127,17,16,2,7,1,75,6,292,167,16,0,0,211,4,118,5,6,1
52,12,0,207,350,3,127,1,5,188,0,41,1,20,10,7,515,4,3,36,0,2,804,2,57,10,7,730,457,110,1,447,119,2,4,545,54,13,2,10,10,12,15,162,32,31,3,11,1,98,9,289,218,19,0,0,246,8,164,9,5,5
52,14,0,162,356,4,140,1,5,221,5,50,2,22,18,12,310,5,0,45,2,2,664,2,55,15,0,653,501,142,1,590,130,1,0,501,65,6,0,5,3,24,7,168,54,79,2,6,6,97,10,287,176,21,0,1,94,8,122,23,6,2
52,16,0,113,319,8,123,6,0,257,6,61,1,18,8,8,203,4,0,29,9,1,386,2,54,22,3,468,504,137,2,571,193,1,2,244,38,3,2,3,5,25,4,127,64,161,12,11,5,109,6,217,187,43,0,1,55,18,65,23,18,2
52,18,0,122,241,21,131,8,3,232,18,59,1,8,5,6,88,1,3,34,39,3,300,0,33,56,2,529,497,122,9,453,261,3,2,145,48,2,1,6,7,36,18,100,75,200,4,5,5,114,33,153,177,53,0,2,29,16,26,32,17,1
52,20,1,80,183,15,78,18,8,272,24,80,2,6,7,2,36,5,4,32,280,15,157,1,44,80,17,517,560,59,4,380,188,0,10,59,34,6,2,9,2,42,6,107,93,204,5,5,4,99,19,95,163,62,0,8,26,22,17,33,8,1
