year,week,Bath,Birkenhead,Birmingham,Blackburn,Blackpool,Bolton,Bournemouth,Bradford,Brighton,Bristol,Cambridge,Cardiff,Chester,Colchester,Coventry,Derby,Exeter,Gateshead,Great Yarmouth,Huddersfield,Hull,Ipswich,Kings Lynn,Leeds,Leicester,Liverpool,London,Luton,Macclesfield,Manchester,Newcastle,Newport,Nortmpton,Norwich,Nottingham,Oldham,Oxford,Plymouth,Portsmouth,Preston,Reading,S Shields,Salford,Sheffield,Shrewsbury,Southampton,Southend,St Helens,Stockport,Stoke,Sunderland,Swansea,Teignmouth,Wakefield,Wallasey,Walsall,Warrington,Wigan,Wolverhampton,York
64,28,2,18,436,0,58,16,59,161,18,38,2,46,13,1,162,7,22,63,24,50,31,18,3,292,153,515,702,15,33,313,110,21,28,10,253,153,8,26,11,36,30,61,75,204,3,153,16,71,54,14,40,72,0,2,34,24,1,8,96,2
64,30,4,39,307,1,85,11,21,153,29,59,2,81,21,3,89,4,19,74,15,64,39,7,0,182,128,339,741,21,17,244,44,7,34,7,207,74,3,35,4,36,41,60,102,206,1,77,15,61,38,11,46,64,0,0,17,35,5,13,42,5
64,32,1,89,402,2,83,26,42,153,18,134,20,95,21,7,80,10,16,58,23,113,48,8,4,229,193,365,920,21,41,339,82,2,56,4,244,59,8,106,5,87,37,73,70,345,3,102,10,73,41,45,66,65,2,8,21,39,2,11,60,7
64,34,1,58,215,5,34,45,53,122,23,116,9,41,9,34,42,5,10,40,5,94,37,2,2,117,42,168,607,43,14,248,63,2,39,15,127,65,1,83,5,71,43,57,38,260,4,65,16,55,17,37,61,46,0,16,20,57,4,6,22,4
64,36,2,42,80,10,11,47,25,76,29,68,7,24,8,23,23,3,8,33,2,59,32,2,1,60,18,136,367,15,18,154,43,2,20,7,49,62,6,35,2,46,9,56,19,126,4,34,5,62,30,20,55,13,0,5,8,49,4,8,23,5
64,38,1,21,53,3,9,24,8,57,13,28,1,19,5,12,19,6,1,25,1,64,31,3,1,46,7,52,309,10,25,94,13,3,7,10,33,29,10,18,4,47,4,12,24,111,2,37,6,31,3,26,17,14,0,2,4,47,1,1,5,5
64,40,0,22,95,10,14,16,7,78,15,47,3,14,5,8,26,2,0,73,2,168,48,0,0,26,7,82,264,19,9,98,3,6,9,23,40,27,3,2,17,82,2,5,21,86,0,21,5,34,15,22,32,27,0,5,1,50,5,10,9,2
64,42,0,29,69,17,29,30,8,79,5,52,0,21,13,30,44,1,4,36,0,246,68,0,0,52,8,75,432,81,17,119,4,1,7,28,132,25,3,10,43,111,0,9,14,205,6,34,19,42,7,15,79,54,0,1,0,68,2,19,4,1
64,44,0,62,98,19,47,21,20,105,16,48,6,17,12,10,29,3,17,50,0,175,72,0,0,82,14,111,546,156,21,166,14,3,2,14,91,87,10,3,46,137,0,22,29,313,3,64,25,54,7,13,152,34,0,0,2,103,13,29,1,0
64,46,2,70,113,27,54,34,33,124,7,72,1,21,0,31,52,2,37,16,0,268,90,1,0,88,17,101,785,142,29,180,10,3,39,10,101,66,8,2,49,188,0,24,78,300,4,141,35,56,14,9,200,53,0,3,6,95,12,79,4,4
64,48,1,116,186,77,46,85,55,109,12,47,5,21,2,16,36,5,91,25,0,184,158,2,0,124,17,130,1102,120,43,273,23,1,55,3,127,84,40,3,69,202,2,28,32,336,3,77,44,85,16,21,217,31,0,3,8,121,35,80,10,20
64,50,0,179,298,105,47,86,22,128,27,70,9,21,6,8,41,8,128,25,0,120,163,2,0,137,20,146,1374,203,50,305,20,0,43,2,153,91,64,2,142,191,7,38,31,417,2,122,27,68,27,7,298,37,0,16,14,130,81,125,6,47
64,52,15,191,234,95,32,150,49,109,12,76,21,30,20,15,79,4,98,23,1,172,182,4,0,176,7,112,1476,238,68,303,41,1,29,3,218,83,60,4,136,172,5,48,43,347,0,177,69,49,38,22,229,24,0,14,32,122,77,64,6,33
65,2,62,250,403,98,42,312,35,185,30,90,68,39,18,48,91,65,170,66,1,73,422,8,15,239,16,206,2214,162,72,464,90,3,56,2,305,112,55,17,146,157,14,114,43,462,8,185,152,87,71,69,296,15,0,35,49,167,42,78,41,57
65,4,32,86,283,130,19,145,45,140,25,219,69,21,17,37,77,79,111,45,0,58,435,13,9,194,7,211,2030,139,63,403,124,8,51,7,220,93,51,28,157,88,30,102,34,321,11,106,88,63,104,51,255,15,0,43,60,103,79,96,23,78
65,6,90,74,452,97,10,150,112,204,59,406,136,29,27,52,67,75,113,65,2,100,625,42,0,272,9,204,3194,124,27,506,311,2,85,1,259,118,31,45,199,36,23,117,65,535,53,221,72,128,90,132,199,17,0,46,91,56,59,52,59,133
65,8,130,69,585,56,21,163,111,200,46,387,169,57,22,62,89,76,99,123,0,92,781,93,2,294,1,313,3593,166,53,401,479,0,125,12,305,67,52,90,219,21,26,193,56,654,38,241,77,104,139,194,226,13,0,25,78,86,52,58,44,153
65,10,122,53,591,90,17,174,236,186,45,402,97,40,28,80,120,62,70,71,6,29,739,139,1,489,7,271,3344,107,66,354,342,6,101,9,193,64,95,176,214,15,60,182,55,435,4,186,122,74,150,187,236,40,2,36,90,56,52,43,43,158
65,12,123,54,612,61,13,151,214,183,80,489,40,47,56,55,139,102,49,98,0,12,381,133,2,379,21,234,2629,66,65,278,278,17,119,6,123,42,129,193,299,6,92,116,83,292,2,127,175,22,93,234,87,39,0,20,71,19,64,13,66,121
65,14,106,21,644,52,19,115,130,195,48,626,36,25,62,69,218,123,17,66,0,9,221,139,0,402,22,255,7098,108,88,245,243,38,149,20,117,22,193,330,441,5,100,76,55,222,6,117,114,25,65,291,73,51,13,22,40,25,47,29,117,59
65,16,67,14,610,74,26,89,105,153,154,475,11,25,23,48,239,140,14,52,1,7,159,112,1,273,55,190,4789,51,38,168,220,34,116,56,75,19,179,339,319,6,94,21,29,180,25,117,101,25,28,265,28,45,13,8,28,19,40,10,106,26
65,18,42,9,630,72,39,81,132,161,145,421,26,17,14,81,280,148,12,53,0,5,137,106,0,275,61,233,4045,43,7,152,228,19,84,71,85,18,193,387,178,5,154,14,49,118,13,145,102,22,24,219,50,34,16,9,33,32,32,6,125,18
65,20,23,9,466,11,33,30,67,120,200,304,7,29,10,67,243,86,10,27,0,24,57,109,3,228,133,223,2483,43,1,141,119,26,35,71,53,32,85,496,114,3,65,10,54,131,14,47,174,9,17,168,29,64,12,14,28,33,55,5,61,8
65,22,4,15,447,26,54,12,89,93,287,324,7,66,13,122,455,78,7,21,2,28,52,80,18,253,226,330,1950,9,0,171,131,23,21,104,51,47,65,554,128,2,96,14,68,181,38,81,264,18,33,169,24,114,33,34,41,33,41,10,125,3
65,24,6,12,400,25,55,22,151,126,319,403,24,60,17,101,386,93,12,27,7,25,43,116,16,260,398,322,1628,26,1,137,97,6,12,57,31,35,39,493,109,2,100,10,23,157,36,24,248,12,27,135,28,118,32,19,33,43,26,9,107,3
65,26,7,4,366,49,31,11,152,97,288,300,37,83,10,85,366,48,9,45,7,27,38,96,36,219,364,402,1339,28,1,187,183,13,26,46,35,15,43,409,98,4,101,11,18,193,43,18,224,13,38,94,18,104,9,10,43,45,31,7,89,1
65,28,9,3,375,17,24,14,60,103,117,249,17,113,4,48,363,23,21,36,4,10,33,95,60,192,246,431,1023,17,4,164,83,17,53,91,16,13,38,179,69,2,68,12,42,108,28,9,153,29,31,65,24,63,1,5,51,37,6,2,108,10
65,30,14,2,294,17,17,4,45,79,69,131,24,82,1,36,275,12,9,67,11,3,38,118,50,178,218,490,815,22,1,129,75,20,43,96,25,11,5,104,57,0,65,14,50,105,12,8,106,32,25,83,4,95,1,2,25,51,5,3,71,19
65,32,19,4,222,30,16,12,33,57,88,133,21,74,4,16,161,28,7,43,7,10,29,83,57,57,83,335,712,34,1,62,91,33,17,93,32,19,10,80,59,9,34,20,15,111,32,7,98,40,11,34,6,58,0,0,11,37,0,3,55,20
65,34,14,3,90,6,9,8,23,65,23,65,24,27,0,3,38,20,7,35,7,14,12,45,48,66,45,198,432,13,0,34,45,10,11,65,57,4,5,35,38,6,37,9,16,80,1,6,54,30,2,45,5,13,0,0,30,24,1,1,44,27
65,36,11,0,97,1,3,14,8,33,10,47,5,34,0,7,20,15,1,33,10,5,4,8,8,60,19,193,256,2,2,30,28,6,6,23,13,5,1,12,10,5,18,5,1,36,3,0,11,2,5,25,20,6,0,3,4,6,13,2,13,9
65,38,4,3,74,0,4,24,6,18,11,20,7,12,0,8,11,19,0,5,2,0,7,9,5,42,4,184,212,3,2,18,16,9,0,24,5,5,3,4,9,5,5,6,6,34,1,4,2,7,0,4,7,7,0,5,2,8,0,8,16,7
65,40,54,6,66,6,10,21,5,23,5,17,43,16,0,6,15,20,1,15,21,1,13,4,2,35,40,198,242,2,0,19,25,4,1,32,26,2,3,3,1,15,14,5,15,18,1,0,1,13,8,6,8,4,0,6,0,8,0,1,7,20
65,42,6,5,96,4,18,15,0,22,4,16,53,24,1,2,10,34,12,13,32,0,6,1,0,44,94,254,299,2,0,36,6,15,0,37,31,1,4,4,1,13,13,7,23,20,0,0,1,11,0,10,14,2,1,13,1,25,1,1,6,8
65,44,5,2,82,2,16,14,0,14,3,11,35,28,1,0,11,47,18,9,106,0,2,1,1,13,86,216,431,1,0,57,3,78,1,80,72,1,1,2,1,8,4,6,15,35,1,0,2,3,3,7,19,2,0,18,0,44,0,1,24,3
65,46,2,4,70,0,11,4,2,14,7,10,34,61,0,1,18,44,18,13,236,0,7,1,0,37,48,345,337,3,0,90,4,110,1,75,74,0,2,2,1,1,2,11,3,34,3,1,0,14,1,2,19,5,0,5,3,15,0,5,22,7
65,48,1,8,59,2,4,3,1,8,12,3,84,66,0,0,32,36,10,11,221,0,7,0,0,32,83,351,284,3,0,146,12,104,2,186,124,0,2,6,0,0,2,32,1,31,0,1,0,29,0,1,19,4,0,1,3,22,0,5,9,11
65,50,10,2,79,0,1,1,0,4,12,5,115,114,1,5,69,24,40,9,176,0,1,2,8,27,59,389,325,0,0,121,11,151,3,208,159,1,0,5,2,2,0,28,1,36,3,2,1,14,0,2,13,0,0,1,15,21,0,5,4,13
65,52,7,11,119,0,1,1,0,2,3,11,115,107,1,4,60,34,40,40,148,1,2,0,1,25,41,367,413,0,1,96,0,145,1,225,119,0,1,3,0,3,2,32,4,49,14,1,0,68,0,0,12,2,0,0,4,20,0,16,3,3
66,2,32,24,127,1,1,10,1,5,9,23,105,179,0,2,81,34,68,31,52,1,1,1,0,48,86,429,511,2,1,103,5,272,2,193,169,0,1,0,0,2,0,57,7,96,9,7,0,46,1,2,7,4,0,0,18,38,5,19,1,6
66,4,23,34,188,1,1,5,2,5,8,15,24,142,2,6,65,11,54,30,21,1,3,0,1,23,111,379,454,12,3,61,10,93,8,138,67,3,0,1,4,3,1,31,6,54,5,4,2,39,1,0,7,11,0,0,9,42,11,12,4,4
66,6,25,75,202,4,2,12,0,7,2,32,32,184,1,4,82,22,93,23,24,2,1,0,1,101,140,346,771,1,0,44,26,189,51,181,86,2,2,3,17,0,5,59,7,50,15,6,0,57,1,6,12,17,1,0,8,23,1,4,7,20
66,8,42,62,243,17,1,17,1,9,5,33,46,126,4,34,102,20,100,23,9,2,2,3,2,55,162,267,824,2,0,40,15,149,51,149,108,1,3,0,10,5,10,60,2,32,4,12,0,68,2,4,14,40,0,5,29,36,2,15,44,27
66,10,26,104,252,4,0,18,2,46,7,29,19,90,8,20,108,8,62,24,5,1,1,0,2,79,179,206,853,7,0,51,25,111,48,90,119,4,2,0,8,2,11,14,1,45,7,5,1,56,19,1,37,26,0,9,35,27,9,19,40,23
66,12,27,79,283,3,0,13,1,60,2,119,26,94,4,3,108,23,26,19,7,16,3,1,0,86,354,243,810,5,0,44,19,79,37,52,203,0,2,5,0,10,19,65,9,77,3,2,1,33,7,1,122,44,0,19,16,21,10,30,16,32
66,14,52,99,213,4,0,8,0,72,20,183,24,72,16,9,130,51,25,3,9,12,4,3,0,74,405,230,920,3,0,45,17,54,45,22,151,1,11,0,2,8,7,85,8,120,4,2,6,54,17,7,158,47,0,7,34,21,0,24,22,76
66,16,65,158,267,9,7,26,3,92,3,250,14,72,21,4,86,42,17,15,3,11,16,62,0,82,359,211,1115,1,0,67,12,42,57,8,180,6,30,2,2,15,30,74,7,143,2,2,17,43,51,0,202,34,0,1,28,32,2,21,46,199
66,18,61,113,167,5,15,15,1,49,1,300,3,52,15,7,69,23,23,18,1,2,24,57,1,113,339,207,984,0,0,58,18,33,59,7,140,3,31,4,0,10,19,69,9,168,0,2,26,35,29,3,140,75,0,0,15,38,2,10,57,81
66,20,62,112,183,6,6,13,5,54,2,175,8,128,1,1,48,26,5,13,0,6,13,39,3,107,133,158,885,19,2,37,11,24,35,9,85,4,35,0,33,8,21,59,25,103,0,2,25,18,42,0,190,80,2,0,43,60,2,17,65,42
66,22,72,87,199,23,32,24,15,101,1,238,1,86,0,0,76,21,1,5,0,6,25,57,0,201,147,151,1100,79,1,28,12,33,79,2,84,20,39,4,86,22,26,58,14,124,2,1,58,1,82,0,221,145,0,1,65,64,4,7,115,58
66,24,72,87,224,23,45,30,61,152,2,225,0,100,2,2,109,27,9,8,3,6,31,42,0,245,110,185,1361,96,5,81,15,34,84,4,142,83,41,4,106,29,50,63,16,214,0,5,154,3,71,13,195,100,2,0,67,129,0,10,86,42
66,26,56,44,185,22,45,26,79,117,1,273,1,55,4,4,97,34,19,16,2,31,43,39,0,388,68,101,1431,85,32,113,32,33,132,4,105,79,29,4,87,58,87,86,23,320,6,2,57,5,63,8,132,91,3,8,66,162,2,10,51,29
66,28,51,67,258,23,60,17,93,135,8,210,0,53,2,6,190,29,36,14,7,36,28,62,0,466,62,126,1620,54,31,113,55,33,85,5,88,114,35,32,121,72,63,73,49,322,0,6,53,3,91,0,216,105,1,5,83,112,8,0,54,52
66,30,26,40,307,13,59,49,72,163,18,245,5,65,4,5,172,22,32,26,2,29,49,43,3,517,52,129,1667,85,26,151,81,19,53,2,139,78,22,35,81,37,62,110,64,342,0,10,79,6,60,12,150,47,4,19,75,138,12,8,57,40
66,32,16,19,211,29,57,100,37,165,18,182,1,26,4,7,167,27,21,56,0,17,59,26,0,445,29,128,1943,116,50,141,85,26,74,1,187,165,41,25,112,51,53,86,48,316,3,21,77,10,44,38,140,28,0,13,56,116,7,1,53,22
66,34,8,4,175,19,64,135,52,78,31,109,1,37,2,5,51,24,15,55,3,19,48,47,9,372,18,126,1428,77,12,135,57,13,14,5,50,128,7,35,85,58,39,58,89,211,0,25,71,8,35,50,36,35,0,19,32,72,3,0,36,15
66,36,10,14,93,13,25,73,8,90,21,49,0,6,6,10,60,14,5,16,0,12,31,19,5,152,12,69,804,53,17,114,49,4,21,4,26,91,8,9,39,44,27,25,26,123,4,13,17,4,46,25,32,4,0,14,19,40,1,1,23,17
66,38,1,8,56,37,26,32,7,39,10,40,1,18,1,1,30,5,7,18,1,33,17,6,17,107,8,68,667,16,33,96,32,6,0,2,28,51,1,16,11,36,12,19,30,74,0,8,9,4,56,60,34,5,1,6,6,50,5,1,12,5
66,40,1,4,98,77,69,73,3,50,23,36,5,17,0,0,80,10,8,29,0,69,24,3,30,108,3,99,793,34,56,125,55,0,6,3,40,64,9,17,14,76,6,13,82,125,0,31,5,18,57,114,19,18,0,52,28,73,14,5,5,6
66,42,3,8,177,114,88,95,2,80,20,28,6,24,7,0,155,18,13,58,3,64,55,13,27,190,17,105,1583,42,85,182,93,4,9,0,20,71,20,21,40,155,9,29,120,187,24,55,27,34,88,119,17,10,0,112,39,69,15,1,14,13
66,44,1,25,324,133,160,101,1,104,21,82,3,19,9,0,180,17,10,80,2,97,100,14,11,336,15,144,2089,58,131,304,155,1,6,2,35,119,8,39,26,209,18,17,148,165,18,80,55,36,86,229,26,23,0,119,9,63,9,1,25,32
66,46,0,16,466,189,97,90,0,116,63,64,17,29,21,0,201,27,37,139,2,80,119,11,8,443,42,200,2581,97,149,332,149,0,1,6,51,149,16,51,34,182,28,23,115,211,31,225,106,36,83,254,25,25,0,126,38,32,40,1,27,51
66,48,25,30,597,128,145,130,6,139,68,115,13,28,20,1,230,23,31,177,2,206,91,6,2,611,34,245,3904,204,149,285,141,0,5,10,18,163,10,48,81,163,11,27,105,226,35,355,90,35,80,255,35,33,0,150,72,52,21,14,35,27
66,50,57,6,705,141,216,135,6,211,52,183,18,39,25,1,237,25,36,140,1,358,78,3,8,555,32,247,5025,247,116,308,157,6,15,4,19,192,8,87,62,186,21,44,73,284,28,282,82,28,75,287,23,59,0,82,88,73,79,5,46,19
66,52,31,12,639,83,238,172,6,149,78,292,38,25,19,3,216,29,29,111,0,401,73,19,13,537,25,295,6222,281,109,333,203,12,13,3,31,313,35,167,93,127,37,30,105,275,34,366,73,19,34,225,8,42,1,53,48,48,87,11,44,25
