 2.008183e-04 -4.132045e-03 -2.694639e-02  8.077928e-04 -6.447368e-02  1.506368e-03 -3.889282e-02 -1.911446e-01  5.677516e-03 -4.883192e-01  1.125973e-02 -3.614582e-01  3.098998e-03  3.345969e-02 -2.299172e+00  8.016142e-02 -3.294974e+00  9.002668e-03 -4.556147e-02 -2.410792e+00  3.579207e-01 -1.202490e+01 -8.066519e-02 -3.279457e+00 -3.957747e-02 -3.248688e+00 -1.890132e+00 -1.386510e+00 -2.309517e+00 -2.121282e-01 -5.260419e+00 -3.001892e-02 -1.807107e+00 -4.873220e-01 -3.102677e-01 -5.526464e-01 -4.568239e-02 -3.412533e-02 -7.787251e-02 -4.687609e-02 -8.156432e-02 -2.168958e-02 -2.633180e-02 -4.830770e-03 -1.514434e-04 -1.272288e-02 -2.758997e-03 -6.777703e-03 -1.521240e-03 -9.067379e-04
 2.253995e-04 -5.208072e-03 -2.704406e-02  5.510150e-04 -6.792588e-02  1.709983e-03 -4.830406e-02 -1.797421e-01  3.114711e-03 -5.010221e-01  1.302018e-02 -4.407271e-01  3.961257e-03  6.375358e-03 -2.075742e+00  9.588067e-02 -3.986289e+00  1.306820e-02 -2.790210e-01 -3.572836e-03  4.906320e-01 -1.028315e+01 -8.909531e-02 -4.015334e+00 -4.927252e-02 -3.267243e+00 -1.637744e+00 -1.774417e+00 -2.150989e+00 -2.703583e-01 -4.588262e+00 -3.779582e-02 -1.750856e+00 -4.364048e-01 -3.622989e-01 -5.268898e-01 -5.483077e-02 -6.557091e-02 -6.959775e-02 -3.842594e-02 -7.752868e-02 -2.305377e-02 -3.063952e-02 -5.483880e-03 -2.578456e-04 -1.195466e-02 -2.380976e-03 -7.059143e-03 -1.566631e-03 -1.204390e-03
 2.504384e-04 -6.431542e-03 -2.769951e-02  1.762753e-04 -7.012665e-02  1.919019e-03 -5.879053e-02 -1.667986e-01 -5.821447e-04 -5.055438e-01  1.485436e-02 -5.263775e-01  5.030360e-03 -3.118119e-02 -1.839530e+00  1.126033e-01 -4.685470e+00  1.851614e-02 -5.949817e-01 -4.011393e-03  6.716045e-01 -8.535256e+00 -9.577847e-02 -4.827830e+00 -6.129453e-02 -3.000133e+00 -1.404522e+00 -2.262048e+00 -2.005738e+00 -3.449789e-01 -3.937261e+00 -4.759062e-02 -1.473573e+00 -3.901171e-01 -4.167920e-01 -4.939312e-01 -6.546413e-02 -1.033385e-01 -9.743959e-03 -2.852649e-02 -7.294946e-02 -2.404928e-02 -3.431534e-02 -6.177190e-03 -9.229373e-04 -1.115413e-02 -1.954173e-03 -7.234636e-03 -1.589410e-03 -1.521134e-03
 2.750364e-04 -7.800862e-03 -2.861245e-02 -3.421379e-04 -7.076616e-02  2.125297e-03 -7.025495e-02  1.068468e-03 -5.642830e-03 -5.020697e-01  1.668340e-02 -6.163663e-01  6.345382e-03 -8.088057e-02 -1.605300e+00  1.293493e-01 -5.247796e+00  2.572380e-02 -1.013981e+00 -4.421092e-03  7.670574e-01 -6.981015e+00 -9.935792e-02 -5.653560e+00 -7.617865e-02 -2.673231e+00 -1.193969e+00 -2.871572e+00 -1.864510e+00 -4.407559e-01 -3.330395e+00 -5.992565e-02 -1.066427e+00 -3.478642e-01 -4.703958e-01 -4.573699e-01 -7.767883e-02 -1.424741e-01 -1.173773e-02 -1.833474e-02 -6.804620e-02 -2.454613e-02 -3.722584e-02 -6.898505e-03 -2.023522e-03 -1.034065e-02 -1.502951e-03 -7.308071e-03 -1.585742e-03 -1.844665e-03
 2.979654e-04 -9.308509e-03 -2.945583e-02 -1.032221e-03 -6.958105e-02  2.317380e-03 -8.253381e-02  1.292296e-03 -1.230761e-02 -4.911495e-01  1.839275e-02 -7.077719e-01  7.948846e-03 -1.444704e-01 -1.383233e+00  1.445828e-01 -5.537344e+00  3.514074e-02 -1.563180e+00 -4.753408e-03  5.406669e-01 -5.665913e+00 -9.851182e-02 -6.396553e+00 -9.457138e-02 -2.625094e+00 -2.161582e-02 -3.635552e+00 -1.722394e+00 -5.639015e-01 -2.814735e+00 -7.545678e-02 -8.663989e-01 -3.092131e-01 -5.178108e-01 -4.197661e-01 -9.150758e-02 -1.785268e-01 -1.409029e-02 -9.396124e-03 -6.299651e-02 -2.441793e-02 -3.930854e-02 -7.630557e-03 -3.512524e-03 -9.530245e-03 -1.057687e-03 -7.286812e-03 -1.552498e-03 -2.162869e-03
 3.176007e-04 -1.093985e-02 -2.998703e-02 -1.923682e-03 -6.645514e-02  2.479879e-03 -9.538791e-02  1.553790e-03 -2.081950e-02 -4.735484e-01  1.982471e-02 -7.967862e-01  9.885234e-03 -2.237438e-01 -1.179497e+00  1.561517e-01 -5.511975e+00  4.728934e-02 -2.281315e+00 -4.936035e-03  3.754525e-01 -4.578391e+00 -9.395392e-02 -6.946186e+00 -1.172480e-01 -2.740827e+00 -2.726496e-02 -4.595139e+00 -1.577863e+00 -7.225431e-01 -2.398786e+00 -9.500626e-02 -9.813266e-01 -2.738554e-01 -5.513925e-01 -3.827932e-01 -1.068803e-01 -2.082753e-01 -1.684832e-02 -3.363875e-03 -5.793886e-02 -2.355895e-02 -4.056293e-02 -8.350397e-03 -5.312337e-03 -1.809832e-03 -6.530504e-04 -7.180721e-03 -1.487651e-03 -2.464504e-03
 3.318475e-04 -1.267201e-02 -3.007771e-02 -3.047114e-03 -6.166878e-02  2.592734e-03 -1.084952e-01  1.856308e-03 -3.141444e-02 -4.502034e-01  2.077152e-02 -8.788740e-01  1.219846e-02 -3.204470e-01  1.605730e-03  1.613549e-01 -5.219361e+00  6.275789e-02 -3.232277e+00 -4.864132e-03  2.630163e-01 -3.689665e+00 -9.840743e-02 -7.211502e+00 -1.451298e-01 -2.893917e+00 -3.440755e-02 -5.840309e+00 -1.431745e+00 -9.273626e-01 -2.069701e+00 -1.196028e-01 -1.349278e+00 -2.415693e-01 -5.611925e-01 -3.474439e-01 -1.235725e-01 -2.299765e-01 -2.005753e-02 -1.566179e-03 -5.297744e-02 -2.190610e-02 -4.103717e-02 -9.029074e-03 -7.322906e-03 -2.059684e-03 -3.256305e-04 -7.001229e-03 -1.390705e-03 -2.739748e-03
 3.380654e-04 -1.447297e-02 -2.969503e-02 -4.432886e-03 -5.647373e-02  2.630493e-03 -1.214475e-01  2.202396e-03 -4.430915e-02 -4.222319e-01  2.096963e-02 -9.491570e-01  1.492792e-02 -4.361136e-01  2.215670e-03  1.571749e-01 -4.750227e+00  8.218089e-02 -4.435488e+00 -4.389008e-03  1.955656e-01 -2.968252e+00 -1.321352e-01 -7.154185e+00 -1.793000e-01 -3.054383e+00 -4.344449e-02 -7.435403e+00 -1.286242e+00 -1.192470e+00 -1.809621e+00 -1.505297e-01 -1.693700e+00 -2.036956e-02 -5.361372e-01 -3.142313e-01 -1.411411e-01 -2.432271e-01 -2.375919e-02 -4.641062e-03 -4.818777e-02 -1.946426e-02 -4.081336e-02 -9.631783e-03 -9.431904e-03 -2.328940e-03 -1.113657e-04 -6.760508e-03 -1.263084e-03 -2.980617e-03
 3.329923e-04 -1.630090e-02  3.573147e-04 -6.109713e-03 -5.363514e-02  2.561644e-03 -1.337515e-01  2.593246e-03 -5.968616e-02 -3.908927e-01  2.009627e-02 -1.003013e+00  1.810266e-02 -5.718263e-01  3.017503e-03  1.406038e-01 -4.195430e+00  1.061966e-01 -5.734448e+00 -3.303833e-03  1.658036e-01 -2.385038e+00 -1.752195e-01 -6.800543e+00 -2.210191e-01 -3.221384e+00 -5.488653e-02 -9.190632e+00 -1.144102e+00 -1.536534e+00 -1.601744e+00 -1.893820e-01 -1.886482e+00 -2.539884e-02 -4.675269e-01 -2.833567e-01 -1.588501e-01 -2.486155e-01 -2.798500e-02 -1.244191e-02 -4.362227e-02 -1.633098e-02 -3.999361e-02 -1.011869e-02 -1.152583e-02 -2.614859e-03 -4.383353e-05 -6.470789e-03 -1.108456e-03 -3.181202e-03
 3.126725e-04 -1.810404e-02  4.104090e-04 -8.102904e-03 -5.516143e-02  2.348054e-03 -1.448375e-01  3.027993e-03 -7.767565e-02 -3.574885e-01  1.776890e-02 -1.036777e+00  2.173324e-02 -7.279031e-01  4.062940e-03  1.088695e-01 -3.624083e+00  1.353609e-01 -6.762299e+00 -1.326075e-03 -2.084637e-01 -8.457246e-03 -2.188777e-01 -6.227286e+00 -2.717442e-01 -3.398851e+00 -6.938506e-02 -1.049035e+01 -1.008010e+00 -1.983661e+00 -1.432041e+00 -2.381318e-01 -1.933811e+00 -3.164453e-02 -3.565639e-01 -2.548353e-01 -1.755939e-01 -2.473229e-01 -3.275026e-02 -2.416582e-02 -3.931518e-02 -1.271449e-02 -3.868813e-02 -1.044665e-02 -1.350013e-02 -2.913232e-03 -1.568749e-04 -6.143827e-03 -9.329356e-04 -3.337748e-03
