Location,lat,lon,InitialVaccinated,InitialExposed,InitialInfections,InitialRecovered,InitialDead
Kladno,50.1416986,14.1067465,7238,9,4,2870,43
Mladá Boleslav,50.4228578,14.9207398,7238,9,4,2870,43
P?íbram,49.685432,13.9989449,7238,9,4,2870,43
Kolín,50.0280075,15.2011665,7238,9,4,2870,43
Kutná Hora,49.9524314,15.2686536,7238,9,4,2870,43
M?lník,50.3539017,14.4817813,7238,9,4,2870,43
Beroun,49.9672047,14.0862836,7238,9,4,2870,43
Rakovník,50.106123,13.7396623,7238,9,4,2870,43
